id;kanton_id;name;strasse;postfach;plz;ort;mail;sprache;webpage;plannerlink
37;BE;Stettler AG;Wydengasse 6;Postfach 36;2557;Studen;info@stettlerag.ch;de;https://stettlerag.ch;
38;BE;De Luca AG;Mattenstrasse 33 PF;;2501;Biel;info@deluca.ch;de;https://deluca.ch;
40;BE;E.Schär AG;Mittelstrasse 11;;3360;Herzogenbuchsee;info@e-schaer-ag.ch;de;https://e-schaer-ag.ch;
41;BE;Eggenberger-Tiefbau GmbH;Forrenböhlstrasse 21;;9050;Appenzell;info@eggenberger-tiefbau.ch;de;https://eggenberger-tiefbau.ch;
42;BE;Egger Bau GmbH;Scharnagelnstrasse 8;;4704;Niederbipp;info@eggerbau.ch;de;https://eggerbau.ch;
43;BE;EGGER Bauunternehmung AG;Brüggmatteweg 42;;3714;Frutigen;info@egger-bau.ch;de;https://egger-bau.ch;
44;BE;Eggler Bau;Feldlistrasse 16;;3855;Schwanden b. Brienz;info@egglerbau.ch;de;https://egglerbau.ch;
45;BE;Karl Enz GmbH;Rathausgasse 84;;3011;Bern;info@enz-bern.ch;de;https://enz-bern.ch;
46;BE;H. Weber & Partner AG;Einschlagweg 67;;3400;Burgdorf;info@hweber-partner.ch;de;https://hweber-partner.ch;
47;BE;E. Buff Bau AG;Pelikanweg 6;;3074;Muri b. Bern;info@buffbau.ch;de;https://buffbau.ch;
48;BE;Faes Bau AG;Schmiedengasse 17;;3400;Burgdorf;info@faesbau.ch;de;https://faesbau.ch;
49;BE;Fankhauser Tiefbau AG;Bernstrasse 102;;3250;Lyss;info@fankhauser-tiefbau.ch;de;https://fankhauser-tiefbau.ch;
50;BE;Fiechter Studer AG;Wiesenstrasse 22;;3072;Ostermundigen;info@fiechterstuder.ch;de;https://fiechterstuder.ch;
51;BE;Flück + Blatter AG;Rieseten 1036b;;3855;Brienz;​info@flueckundblatter.ch;de;https://flueckundblatter.ch;
52;BE;FREIDIG BAU + TRANSPORTE AG;Oberriedstrasse 6;;3775;Lenk;info@freidig.ch;de;https://freidig.ch;
53;BE;Fritz Leuenberger AG;Eisenbahnstrasse 1;;3360;Herzogenbuchsee;info@leubau.ch;de;https://leubau.ch;
54;BE;Frutiger AG;Frutigenstrasse 37;;3600;Thun;strassenbau@frutiger.com;de;https://frutiger.com;
55;BE;Frutiger AG;Eymattstrasse 73;Postfach 248;3027;Bern;frutiger-bern@frutiger.com;de;https://frutiger.com;
56;BE;Frutiger AG;Wangenstrasse 142;;3018;Bern;strassenbau-bern@frutiger.com;de;https://frutiger.com;
57;BE;Frutiger AG;Schneckelerstrasse 22;;4414;Füllinsdorf;basel@frutiger.com;de;https://frutiger.com;
59;BE;Fuhrer + Dubach AG;Emmentalstrasse 70;;3432;Lützelflüh;info@fuhrer-dubach.ch;de;https://fuhrer-dubach.ch;
60;BE;GALLO Baugeschäft AG;Freiburgstrasse 440;;3018;Bern;info@gallobau.ch;de;https://gallobau.ch;
61;BE;Gasser Felstechnik AG;Walchistrasse 30;;6078;Lungern;gasser@felstechnik.ch;de;https://felstechnik.ch;
62;BE;Gebr. Kandlbauer AG;Grythstrasse 4;;3818;Grindelwald;info@kandlbauerag.ch;de;https://kandlbauerag.ch;
63;BE;Gebr. Steiner AG;Unterdorf 45k;;4937;Ursenbach;info@steiner-baugeschaeft.ch;de;https://steiner-baugeschaeft.ch;
64;BE;Gebrüder Müller AG;Frutigenstrasse 36;;3711;Mülenen;info@mueller-bau.ch;de;https://mueller-bau.ch;
65;BE;Gerber+Troxler Bau AG;;Postfach 92;3806;Bönigen;rechnungen@gt-bau.ch;de;https://gt-bau.ch;
66;BE;Ghelma AG;Liechtenenstrasse 10;;3860;Meiringen;baubetriebe@ghelma.ch;de;https://ghelma.ch;
67;BE;Ghelma AG;Sandstrasse 10;Postfach 270;3860;Meiringen;bauen@gstb.ch;de;https://gstb.ch;
68;BE;GLB Hauptsitz und Verwaltung;Bahnhofstrasse 27;;3550;Langnau i.E.;info@glb.ch;de;https://glb.ch;
69;BE;GLB Berner Mittelland;Sensemattstrasse 150;;3174;Thörishaus;thoerishaus@glb.ch;de;https://glb.ch;
70;BE;GLB Emmental;Schüpbachstrasse 26;;3543;Emmenmatt;emmenmatt@glb.ch;de;https://glb.ch;
71;BE;GLB Oberaargau;Murgenthalstrasse 70A;;4900;Langenthal;langenthal@glb.ch;de;https://glb.ch;
72;BE;GLB Seeland;Grenzstrasse 25;;3250;Lyss;lyss@glb.ch;de;https://glb.ch;
73;BE;GLB Thun/Oberland;Moosweg 11;;3645;Gwatt;gwatt@glb.ch;de;https://glb.ch;
74;BE;GLB Zürich Land;Wässeristrasse 31;;8340;Hinwil;hinwil@glb.ch;de;https://glb.ch;
75;BE;Gränicher AG;Rüttistaldenstrasse 20;;4950;Huttwil;info@graenicher-bau.ch;de;https://graenicher-bau.ch;
76;BE;Greuter AG;Langmattstrasse;;8182;Hochfelden;info@greuterag.ch;de;https://greuterag.ch;
77;BE;Greuter AG;Postgässli 23;;3661;Uetendorf;info@greuterag.ch;de;https://greuterag.ch;
78;BE;Greuter AG;Chlusstrasse 6;;7240;Küblis;info@greuterag.ch;de;https://greuterag.ch;
79;BE;Greuter AG;Plong Muling 30;;7013;Domat/Ems;info@greuterag.ch;de;https://greuterag.ch;
80;BE;Greuter AG;Pilatusstrasse 2;;6036;Dierikon;info@greuterag.ch;de;https://greuterag.ch;
81;BE;Grossenbacher Alain;Sagistrasse 7;;3775;Lenk;info@alain-grossenbacher.ch;de;https://alain-grossenbacher.ch;
82;BE;H. Leder's Erben AG;Studerstrasse 46;;3004;Bern;;de;;
83;BE;Lörtscher AG;Beim Bahnhof 267Q;;3765;Oberwil;info@loertscherag.ch;de;https://loertscherag.ch;
84;BE;H. TEUSCHER AG;;;3763;Daerstetten;info@h-teuscherag.ch;de;https://www.h-teuscherag.ch/;
85;BE;H.U. Schweizer GmbH;;;3436;Zollbrück;info@schweizergmbh.ch;de;https://schweizergmbh.ch;
86;BE;Hans Gurtner AG;Archmattweg 30;;2540;Grenchen;p.luethi@gurtner-ag.ch;de;https://gurtner-ag.ch;
87;BE;Hans Schmid AG;Eyfuhrenstr. 22;;3437;Rüderswil;info@bauunternehmung-schmid.ch;de;https://bauunternehmung-schmid.ch;
88;BE;Hans Ulrich Christen AG;Bahnhofplatz 9;;3452;Grünenmatt;info@chribau.ch;de;https://chribau.ch;
89;BE;Anliker AG;Meierhöflistrasse 18;;6021;Emmenbrücke;bauunternehmung@anliker.ch;de;https://anliker.ch;
90;BE;Helmle AG;Florastrasse 4;;3600;Thun;info@helmleag.ch;de;https://helmleag.ch;
91;BE;HERZOG Bau und Holzbau AG;Flugbrunnenstrasse 30;;3066;Stettlen;info@herzogbau.ch;de;https://herzogbau.ch;
92;BE;HTH Hoch+Tiefbau AG;Winterhaldenstrasse 13;;3627;Heimberg;info@hth-heimberg.ch;de;https://hth-heimberg.ch;
93;BE;Huldi + Stucki;Pfaffensteig 6;;3018;Bern;info@huldi-stucki.ch;de;https://huldi-stucki.ch;
94;BE;Jauner Bau AG;Neugrundstrasse 13;;3176;Neuenegg;jauner@datacomm.ch;de; https://jaunerbau.ch;
95;BE;Jesùs Dapena AG;Florastrasse 19;;3800;Interlaken;info@dapena.ch;de;https://dapena.ch;
96;BE;Jost Bau AG;Riedtwilstrasse 18;;3472;Wynigen;info@jost-bau.ch;de;https://jost-bau.ch;
97;BE;Karl Anderegg AG;Sandweg 6;;3818;Grindelwald;info@karlanderegg.ch;de;https://karlanderegg.ch;
98;BE;Kästli Bau AG;Altes Riedgässli 2;;3113;Rubigen;info@kaestlibau.ch;de;https://kaestligruppe.ch/privatkunden;https://kaestligruppe.heimstein.cloud
99;BE;Kästli Bau AG;Bierigutstrasse 16;;3608;Thun;info@kaestlibau.ch;de;https://kaestligruppe.ch/privatkunden;https://kaestligruppe.heimstein.cloud
100;BE;Keller AG;Hohrainstrasse 25 A;;3322;Urtenen-Schönbühl;info@kellerbau.ch;de;https://kellerbau.ch;
101;BE;KIBAG Bauleistungen AG;Zentweg 17c;;3006;Bern;info.bern@kibag.ch;de;https://kibag.ch;
102;BE;KIBAG Bauleistungen AG;Oberer Aareweg 29;;3250;Lyss;info.lyss@kibag.ch;de;https://kibag.ch;
103;BE;KIBAG Bauleistungen AG;Jurastrasse 15;Postfach 84;2501;Biel;info.biel@kibag.ch;de;https://kibag.ch;
104;BE;KIBAG Bauleistungen AG;;Postfach;3360;Herzogenbuchsee;info.herzogenbuchsee@kibag.ch;de;https://kibag.ch;
105;BE;KIBAG Bauleistungen AG;Weissensteinstrasse 15;;4900;Langenthal;info.langenthal@kibag.ch;de;https://kibag.ch;
106;BE;KIBAG Bauleistungen AG;Schärischachen 804;;3550;Langnau i.E.;info.langnau@kibag.ch;de;https://kibag.ch;
107;BE;KIBAG Bauleistungen AG;Industriestrasse 1;;4950;Huttwil;info.huttwil@kibag.ch;de;https://kibag.ch;
108;BE;KIBAG Bauleistungen AG;Hegenheimerstrasse 311;;4055;Basel;info.basel@kibag.ch;de;https://kibag.ch;
109;BE;KIBAG Bauleistungen AG;Belchenstrasse 3;;4600;Olten;info.olten@kibag.ch;de;https://kibag.ch;
110;BE;KIBAG Bauleistungen AG;Aeschwuhrstrasse 40;;4665;Oftringen;info.oftringen@kibag.ch;de;https://kibag.ch;
111;BE;KIBAG Bauleistungen AG;Seetalstrasse 215;;6032;Emmen;info.emmen@kibag.ch;de;https://kibag.ch;
112;BE;KIBAG Bauleistungen AG;Bachstrasse 9/11;;8038;Zürich;info.kzi@kibag.ch;de;https://kibag.ch;
113;BE;KIBAG Bauleistungen AG;Mühlegasse 5;;6340;Baar;info.baar@kibag.ch;de;https://kibag.ch;
114;BE;KIBAG Bauleistungen AG;Sihlbruggstrasse 20;;6345;Neuheim;info.kzi@kibag.ch;de;https://kibag.ch;
115;BE;KIBAG Bauleistungen AG;Bächaustrasse 73;;8806;Bäch;info.kzi@kibag.ch;de;https://kibag.ch;
116;BE;KIBAG Bauleistungen AG;Stampfstrasse 100;;8645;Rapperswil-Jona;info.kzi@kibag.ch;de;https://kibag.ch;
117;BE;KIBAG Bauleistungen AG;Schlachthofstrasse 1;;8406;Winterthur;info.winterthur@kibag.ch;de;https://kibag.ch;
118;BE;KIBAG Bauleistungen AG;Hofwisenstrasse 2;;8260;Stein am Rhein;info.steinamrhein@kibag.ch;de;https://kibag.ch;
119;BE;KIBAG Bauleistungen AG;Bachstrasse 8;;8280;Kreuzlingen;info.kreuzlingen@kibag.ch;de;https://kibag.ch;
120;BE;KIBAG Bauleistungen AG;Müllheimerstrasse 4;Hasli;8554;Müllheim-Wigoltingen;info.wigoltingen@kibag.ch;de;https://kibag.ch;
121;BE;KIBAG Bauleistungen AG;Mühlfangstrasse 1;;8570;Weinfelden;info.weinfelden@kibag.ch;de;https://kibag.ch;
122;BE;KIBAG Bauleistungen AG;Romiszelgstrasse 1;;8590;Romanshorn;info.romanshorn@kibag.ch;de;https://kibag.ch;
123;BE;KIBAG Bauleistungen AG;Höhenstrasse 46;;9500;Wil;info.wil@kibag.ch;de;https://kibag.ch;
124;BE;KIBAG Bauleistungen AG;Bischofszellerstrasse 311;;9212;Arnegg;info.arnegg@kibag.ch;de;https://kibag.ch;
125;BE;KIBAG Bauleistungen AG;Bildstrasse 6;;9015;St. Gallen;info.stgallen@kibag.ch;de;https://kibag.ch;
126;BE;KIBAG Bauleistungen AG;Schwellbrunnerstrasse 48;;9100;Herisau;info.herisau@kibag.ch;de;https://kibag.ch;
127;BE;KIBAG Bauleistungen AG;Industriestrasse 22;;7004;Chur;info.chur@kibag.ch;de;https://kibag.ch;
128;BE;KIBAG Bauleistungen AG;Löserweg 2;Postfach 5;7430;Thusis;info.thusis@kibag.ch;de;https://kibag.ch;
129;BE;KIBAG Bauleistungen AG;Via Chalavus 7;;7500;St. Moritz;info.engadin@kibag.ch;de;https://kibag.ch;
130;BE;Kohler Bau AG;Grimselstrasse 88E;;3860;Schattenhalb;info@kohlerbau.ch;de;https://kohlerbau.ch;
131;BE;Kolly AG;Lüscherzstrasse 2;;3234;Vinelz;info@kollyag.ch;de;https://kollyag.ch;
132;BE;König Bau GmbH;Oberdorfstrasse 32;;4934;Madiswil;info@koenigbau.ch;de;https://koenigbau.ch;
133;BE;KREBS BAU AG;Meikirchstrasse 26A;;3042;Ortschwaben;info@krebsbauag.ch;de;https://krebsbauag.ch;
134;BE;KREUZER BAU AG;Chaumontweg 2;;3095;Spiegel;spiegel@kreuzerbauag.ch;de;https://kreuzerbauag.ch;
135;BE;Kropf baut;Hühnermoos 57;;3614;Unterlangenegg;info@kropfbaut.ch;de;https://kropfbaut.ch;
136;BE;Künti AG;Schiblerstrasse 41;;3425;Koppigen;info@kuenti-ag.ch;de;https://kuenti-ag.ch;
137;BE;Künzi + Knutti AG;C.F.L-Lohnerstrasse 26;;3645;Thun;info@kuenzi-knutti.ch;de;https://kuenzi-knutti.ch;
138;BE;Künzi + Knutti AG;Landstrasse 84;;3715;Adelboden;thun@kuenzi-knutti.ch;de;https://kuenzi-knutti.ch;
139;BE;Lanz AG;Industriestrasse 22;;3700;Spiez;mail@lanzag.ch;de;https://lanzag.ch;
140;BE;Marti Gruppe;Seedorffeldstrasse 21;;3302;Moosseedorf;info@martiag.ch;de;https://martiag.ch;
141;BE;Marti AG Bern;Bernstrasse 13;;3302;Moosseedorf;bern@martiag.ch;de;https://martiag.ch;
142;BE;Marti AG Bern;Schwandstrasse 100;;3634;Thierachern;thun@martiag.ch;de;https://martiag.ch;
143;BE;Marti AG Bern;Parallelstrasse 18;;3714;Frutigen;frutigen@martiag.ch;de;https://martiag.ch;
144;BE;Martin Messerli GmbH;Seftigenstrasse 127;;3123;Belp;martin-messerli-gmbh@gmx.ch;de;https://gmx.ch;
145;BE;Maurer + Raz AG;Steinigässli 4;;3862;Innertkirchen;info@maurer-raz.ch;de;https://maurer-raz.ch;
146;BE;Maurer + Raz AG;Lenkstrasse 144;;3773;Matten;vonbergen@maurer-raz.ch;de;https://maurer-raz.ch;
147;BE;Maurer + Raz AG;Galgenbühlweg 1B;;3770;Zweisimmen;vonbergen@maurer-raz.ch;de;https://maurer-raz.ch;
148;BE;Maurer + Raz AG;Kirchgasse 50;;3812;Wilderswil;info@maurer-raz.ch;de;https://maurer-raz.ch;
149;BE;Maurer + Raz AG;Bahnhofstrasse 37;;3860;Meiringen;info@maurer-raz.ch;de;https://maurer-raz.ch;
150;BE;Mäusli Bau AG;Bernstrasse 62;;3267;Seedorf;info@maeusli.ch;de;https://maeusli.ch;
151;BE;Mäusli Bau AG;Ziegeleistrasse 6;;3054;Schüpfen;info@maeusli.ch;de;https://maeusli.ch;
152;BE;Meier + Jäggi;Chorgasse 4;;4800;Zofingen;info@m-j.ch;de;https://m-j.ch;
153;BE;messerli bauteam ag;Thunstrasse 61;;3612;Steffisburg;info@messerli-bauteam.ch;de;https://www.messerli-bauteam.ch;
154;BE;Mike Hauswirth;;Postfach 396;3780;Gstaad;mike@mikehauswirth.ch;de;https://mikehauswirth.ch;
155;BE;Müller Aarberg AG;;Postfach 45;3270;Aarberg;mueller@mueller-aarberg.ch;de;https://mueller-aarberg.ch;
156;BE;Mürner Bau und Immobilien AG;Sandgrubenstrasse 5;;3713;Reichenbach im Kandertal;info@muerner-immobilien.ch;de;https://muerner-immobilien.ch;
157;BE;Läderach Weibel AG;Bleichestrasse 10;Postfach 122;3602;Thun;info@laederachweibel.ch;de;https://laederachweibel.ch;
158;BE;Läderach Weibel AG;Zentweg 1a;;3006;Bern;info@laederachweibel.ch;de;https://laederachweibel.ch;
159;BE;Nufer Anderegg Bau AG;Moosgasse 6;;3852;Ringgenberg;info@na-bauag.ch;de;https://na-bauag.ch;
161;BE;O. Wyss AG;Postplatz 511;;3537;Eggiwil;bau@wyssbau.ch;de;https://wyssbau.ch;
162;BE;Otto Habegger AG;Zentweg 15;;3006;Bern;info@ottohabegger.ch;de;https://ottohabegger.ch;
163;BE;O. MÄDER AG;Krauchthalstrasse 19;;3414;Oberburg;info@maeder-bau.ch;de;https://maeder-bau.ch;
164;BE;P. Vögeli AG;Moosgasse 10;;3317;Limpach;info@voegelibau.ch;de;https://voegelibau.ch;
165;BE;P. Wegmüller Bau GmbH;Lochneuhaus 1;;3418;Rüegsbach;peter@wegmuellerbau.ch;de;https://wegmuellerbau.ch;
166;BE;Paul Bieri AG;Löchli 4;;3416;Affoltern i. E.;info@bieripaulag.ch;de;https://bieripaulag.ch;
167;BE;Peter Batt AG;Dorfstrasse 19;;3073;Gümligen;info@battbau.ch;de;https://battbau.ch;
168;BE;Pieren + Co. AG;Alte Strasse 2;;3715;Adelboden;info@pieren.com;de;https://pieren.com;
169;BE;Portner Bau AG;Bühlstrasse 19;;3127;Mühleturnen;info@portner-bau.ch;de;https://portner-bau.ch;
170;BE;Ramseier AG;Riedbachstrasse 201;;3020;Bern;info@ramseierag.ch;de;https://ramseierag.ch;
171;BE;Ritter Bauunternehmung AG;Sonnenstrasse 40;;2500;Biel;info@ritterbau.ch;de;https://ritterbau.ch;
172;BE;Riemat-Riesen AG;Muhlernstrasse 443;;3144;Gasel;info@riemat-riesen.ch;de;https://riemat-riesen.ch;
173;BE;KOPP AG;Mattenweg 37;;2557;Studen;post@koppag.ch;de;https://koppag.ch;
174;BE;Rösti AG;Merenweg 13;;3718;Kandersteg;info@roesti-bau.ch;de;https://roesti-bau.ch;
175;BE;Rösti Bau AG;Brüggmatte 202k;;3766;Boltigen;info@roestibau.ch;de;https://roestibau.ch;
176;BE;Rickli & Roth Bau AG;Burghubelstr. 22;;3272;Walperswil;info@rickli-roth.ch;de;https://rickli-roth.ch;
177;BE;Roth Bau AG;;;3615;Heimenschwand;info@rothbauag.ch;de;https://rothbauag.ch;
179;BE;Sägesser AG;Laueli 9a;;3653;Oberhofen am Thunersee;info@saegesserag.ch;de;https://saegesserag.ch;
180;BE;Samuel Zurbuchen AG;Hauptstrasse 267;;3852;Ringgenberg;zurbuchen.samuel@bluewin.ch;de;;
181;BE;Schibler + Haldi AG;Murtenstrasse 5;;3202;Frauenkappelen;info@schiblerundhaldi.ch;de;https://schiblerundhaldi.ch;
182;BE;Schneider AG;Utzenstorfstrasse 36;;3425;Koppigen;info@schneider-bau.ch;de;https://schneider-bau.ch;
183;BE;Christen AG;Hauptstrasse 48;;4565;Recherswil;info@christenbau.ch;de;https://christenbau.ch;
184;BE;Schürch AG;Südstrasse 27;;3250;Lyss;info@schuerch-ag.ch;de;https://schuerch-ag.ch;
185;BE;Schwarz Bau GmbH;Ahornstrasse 37;;4952;Eriswil;info@bauschwarz.ch;de;https://bauschwarz.ch;
186;BE;Schwitter Bau AG;Dorfstrasse 1;;3555;Trubschachen;info@schwitter-bau.ch;de;https://schwitter-bau.ch;
187;BE;SIGMA BAU BIEL AG;Mattenstrasse 165;Postfach;2501;Biel;​​info@sigmabau.ch;de;https://sigmabau.ch;
188;BE;SpediBau AG;C.F.L.-Lohnerstrasse 28D;;3645;Gwatt;p.kummer@spedibau.ch;de;https://spedibau.ch;
189;BE;Stämpfli AG;Güterstrasse 5;;3550;Langnau i.E.;info@staempfliag.ch;de;https://staempfliag.ch;
190;BE;Stämpfli AG;Hauptstrasse 149;;6182;Escholzmatt;info@staempfliag.ch;de;https://staempfliag.ch;
191;BE;Stettler AG;Wydengasse 6;Postfach 36;2557;Studen;info@stettlerag.ch;de;https://stettlerag.ch;
192;BE;Stoll Hoch- und Tiefbau AG;Ried 50;;3156;Riffenmatt;stollbau@bluewin.ch;de;;
193;BE;Stucki Spezialbau AG;Stauffacherstrasse 85;Postfach 666;3000;Bern 22;stucki@stuckibau.ch;de;https://www.stuckibau.ch;
194;BE;Studersond AG;Kalberweid 139;;3635;Uebeschi;info@studersond.ch;de;https://studersond.ch;
195;BE;Sutter Bauunternehmung AG;Zürich-Bernstrasse 22;;3429;Hellsau;info@sutterbau.ch;de;https://sutterbau.ch;
196;BE;Thoenen Bauunternehmung AG;Sportzentrumstrasse 11;;3780;Gstaad;info@thoenenbaut.ch;de;https://thoenenbaut.ch;
197;BE;Thuner Bau AG;Dorfstrasse 2;;3555;Trubschachen;info@thunerbauag;de;https://www.thunerbauag.ch;
198;BE;Trüssel AG;Kammernwaldstrasse 2;;4950;Huttwil;info@truesselbau.ch;de;https://truesselbau.ch;
199;BE;UB Umbauservice AG;Bethlehemstrasse 114;;3018;Bern;info@umbauservice.ch;de;https://umbauservice.ch;
200;BE;Urs Messerli AG;Rossweidstrasse 11;;3638;Blumenstein;info@ursmesserliag.ch;de;https://ursmesserliag.ch;
201;BE;Varium Bau AG;Dammweg 41;;3013;Bern;mail@variumbau.ch;de;https://variumbau.ch;
202;BE;von gunten AG;Schlegwegstrasse 7;;3673;Linden;info@vgbau.ch;de;https://vgbau.ch;
203;BE;Vontobel Abbruch + Aushub AG;Looslistrasse 21;;3027;Bern;info@vontobel-ag.ch;de;https://vontobel-ag.ch;
204;BE;Kobel AG;Untermattweg 40;;3027;Bern;kobel-ag@gmx.net;de;https://www.kobel-ag.ch;
205;BE;W.Stalder;Eybodenweg 49;;3513;Bigenthal;info@stalderbigenthal.ch;de;https://stalderbigenthal.ch;
206;BE;Walo Bertschinger AG;Feldstrasse 42;;3073;Gümligen;walo.bern@walo.ch;de;https://walo.ch;
207;BE;Walo Bertschinger AG;Alte Staatsstrasse 4;;3752;Wimmis;wimmis@walo.ch;de;https://walo.ch;
208;BE;Walo Bertschinger AG;Bächliackerstrasse 10;;4402;Frenkendorf;walo.basel@walo.ch;de;https://walo.ch;
209;BE;Walo Bertschinger AG;Rheinweg 9;;8200;Schaffhausen;walo.schaffhausen@walo.ch;de;https://walo.ch;
210;BE;Walo Bertschinger AG;Cho d'Punt 60;;7503;Samedan;walo.samedan@walo.ch;de;https://walo.ch;
211;BE;Walo Bertschinger AG;Bahnhofstrasse 14;;6454;Flüelen;walo.flueelen@walo.ch;de;https://walo.ch;
212;BE;Walo Bertschinger AG;Tardisstrasse 217;;7205;Zizers;walo.graubuenden@walo.ch;de;https://walo.ch;
213;BE;Walo Bertschinger AG;Neuhaltenring 8;;6030;Ebikon;walo.luzern@walo.ch;de;https://walo.ch;
214;BE;Walo Bertschinger AG;Rupperswilerstrasse 11;Dorfmatte;5502;Hunzenschwil;walo.lenzburg@walo.ch;de;https://walo.ch;
218;BE;Walo Bertschinger Central AG;Heimstrasse 1;;8953;Dietikon 1;walo@walo.ch;de;https://walo.ch;
219;BE;Walo Bertschinger AG;Giessenstrasse 5;;8953;Dietikon 1;walo@walo.ch;de;https://walo.ch;
220;BE;Walo Bertschinger AG;Schuppis 21;;9403;Goldach;walo-ost@walo.ch;de;https://walo.ch;
221;BE;Walo Bertschinger AG;Engelhölzlistrasse 7a;;8645;Jona;walo.jona@walo.ch;de;https://walo.ch;
222;BE;Weibel AG;Rehhagstrasse 3;Postfach 768;3018;Bern;info@weibelag.com;de;https://weibelag.com;
